Unnamed: 0,Tweets,date tweets,Sentimen,remove_user,cleaning,case_folding,tokenisasi,normalisasi,stopword_removal,stemming,to_sentence
1220,@pandji Kebakaran gunung bromo,2023-09-18 13:09:05+00:00,1, Kebakaran gunung bromo, Kebakaran gunung bromo, kebakaran gunung bromo,"['kebakaran', 'gunung', 'bromo']","['kebakaran', 'gunung', 'bromo']","['kebakaran', 'gunung', 'bromo']","['bakar', 'gunung', 'bromo']",bakar gunung bromo
1221,"@susipudjiastuti Helikopter aja kmrn perlu bbrp jam bahkan bbrp hari buat padamkan kebakaran bromo, ini 5 botol air mineral? Dehidrasi aja gacukup buat 5 botol, ganteng lu ngmng begitu, cocok nih ditenggelamkan sma bu susi kayanya😁",2023-09-18 14:16:48+00:00,3," Helikopter aja kmrn perlu bbrp jam bahkan bbrp hari buat padamkan kebakaran bromo, ini 5 botol air mineral? Dehidrasi aja gacukup buat 5 botol, ganteng lu ngmng begitu, cocok nih ditenggelamkan sma bu susi kayanya😁", Helikopter aja kmrn perlu bbrp jam bahkan bbrp hari buat padamkan kebakaran bromo ini botol air mineral Dehidrasi aja gacukup buat botol ganteng ngmng begitu cocok nih ditenggelamkan sma susi kayanya , helikopter aja kmrn perlu bbrp jam bahkan bbrp hari buat padamkan kebakaran bromo ini botol air mineral dehidrasi aja gacukup buat botol ganteng ngmng begitu cocok nih ditenggelamkan sma susi kayanya ,"['helikopter', 'aja', 'kmrn', 'perlu', 'bbrp', 'jam', 'bahkan', 'bbrp', 'hari', 'buat', 'padamkan', 'kebakaran', 'bromo', 'ini', 'botol', 'air', 'mineral', 'dehidrasi', 'aja', 'gacukup', 'buat', 'botol', 'ganteng', 'ngmng', 'begitu', 'cocok', 'nih', 'ditenggelamkan', 'sma', 'susi', 'kayanya']","['helikopter', 'saja', 'kemarin', 'perlu', 'beberapa', 'jam', 'bahkan', 'beberapa', 'hari', 'buat', 'padamkan', 'kebakaran', 'bromo', 'ini', 'botol', 'air', 'mineral', 'dehidrasi', 'saja', 'gacukup', 'buat', 'botol', 'ganteng', 'mengomong', 'begitu', 'cocok', 'nih', 'ditenggelamkan', 'sama', 'susi', 'kayanya']","['helikopter', 'kemarin', 'jam', 'padamkan', 'kebakaran', 'bromo', 'botol', 'air', 'mineral', 'dehidrasi', 'gacukup', 'botol', 'ganteng', 'mengomong', 'cocok', 'ditenggelamkan', 'susi', 'kayanya']","['helikopter', 'kemarin', 'jam', 'padam', 'bakar', 'bromo', 'botol', 'air', 'mineral', 'dehidrasi', 'gacukup', 'botol', 'ganteng', 'omong', 'cocok', 'tenggelam', 'sus', 'kaya']",helikopter kemarin jam padam bakar bromo botol air mineral dehidrasi gacukup botol ganteng omong cocok tenggelam sus kaya
1222,kocak banget td di lift baru ketemu orang ngobrol baru tau kalo ada yg prewed di bromo trus bikin kebakaran wkwkwk  info telat masehh,2023-09-18 14:39:41+00:00,3,kocak banget td di lift baru ketemu orang ngobrol baru tau kalo ada yg prewed di bromo trus bikin kebakaran wkwkwk  info telat masehh,kocak banget lift baru ketemu orang ngobrol baru tau kalo ada prewed bromo trus bikin kebakaran wkwkwk info telat masehh,kocak banget lift baru ketemu orang ngobrol baru tau kalo ada prewed bromo trus bikin kebakaran wkwkwk info telat masehh,"['kocak', 'banget', 'lift', 'baru', 'ketemu', 'orang', 'ngobrol', 'baru', 'tau', 'kalo', 'ada', 'prewed', 'bromo', 'trus', 'bikin', 'kebakaran', 'wkwkwk', 'info', 'telat', 'masehh']","['kocak', 'banget', 'lift', 'baru', 'ketemu', 'orang', 'mengobrol', 'baru', 'tau', 'kalo', 'ada', 'prewed', 'bromo', 'terus', 'bikin', 'kebakaran', 'wkwkwk', 'info', 'telat', 'masehh']","['kocak', 'banget', 'lift', 'ketemu', 'orang', 'mengobrol', 'tau', 'prewed', 'bromo', 'bikin', 'kebakaran', 'wkwkwk', 'info', 'telat', 'masehh']","['kocak', 'banget', 'lift', 'ketemu', 'orang', 'obrol', 'tau', 'prewed', 'bromo', 'bikin', 'bakar', 'wkwkwk', 'info', 'telat', 'masehh']",kocak banget lift ketemu orang obrol tau prewed bromo bikin bakar wkwkwk info telat masehh
1223,"Komika Bintang Emon memberikan sindiran pedas terkait insiden kebakaran di Gunung Bromo. Tersangka kebakaran justru menuntut pengelola, membuat Bintang Emon geram. Kritikan tajam yang dilayangkan Bintang Emon membuat netizen ngakak. #BintangEmon #GunungBromo #SindiranPedas",2023-09-18 14:48:10+00:00,1,"Komika Bintang Emon memberikan sindiran pedas terkait insiden kebakaran di Gunung Bromo. Tersangka kebakaran justru menuntut pengelola, membuat Bintang Emon geram. Kritikan tajam yang dilayangkan Bintang Emon membuat netizen ngakak. #BintangEmon #GunungBromo #SindiranPedas",Komika Bintang Emon memberikan sindiran pedas terkait insiden kebakaran Gunung Bromo Tersangka kebakaran justru menuntut pengelola membuat Bintang Emon geram Kritikan tajam yang dilayangkan Bintang Emon membuat netizen ngakak BintangEmon GunungBromo SindiranPedas,komika bintang emon memberikan sindiran pedas terkait insiden kebakaran gunung bromo tersangka kebakaran justru menuntut pengelola membuat bintang emon geram kritikan tajam yang dilayangkan bintang emon membuat netizen ngakak bintangemon gunungbromo sindiranpedas,"['komika', 'bintang', 'emon', 'memberikan', 'sindiran', 'pedas', 'terkait', 'insiden', 'kebakaran', 'gunung', 'bromo', 'tersangka', 'kebakaran', 'justru', 'menuntut', 'pengelola', 'membuat', 'bintang', 'emon', 'geram', 'kritikan', 'tajam', 'yang', 'dilayangkan', 'bintang', 'emon', 'membuat', 'netizen', 'ngakak', 'bintangemon', 'gunungbromo', 'sindiranpedas']","['komika', 'bintang', 'emon', 'memberikan', 'sindiran', 'pedas', 'terkait', 'insiden', 'kebakaran', 'gunung', 'bromo', 'tersangka', 'kebakaran', 'justru', 'menuntut', 'pengelola', 'membuat', 'bintang', 'emon', 'geram', 'kritikan', 'tajam', 'yang', 'dilayangkan', 'bintang', 'emon', 'membuat', 'netizen', 'mengakak', 'bintangemon', 'gunungbromo', 'sindiranpedas']","['komika', 'bintang', 'emon', 'sindiran', 'pedas', 'terkait', 'insiden', 'kebakaran', 'gunung', 'bromo', 'tersangka', 'kebakaran', 'menuntut', 'pengelola', 'bintang', 'emon', 'geram', 'kritikan', 'tajam', 'dilayangkan', 'bintang', 'emon', 'netizen', 'mengakak', 'bintangemon', 'gunungbromo', 'sindiranpedas']","['komika', 'bintang', 'emon', 'sindir', 'pedas', 'kait', 'insiden', 'bakar', 'gunung', 'bromo', 'sangka', 'bakar', 'tuntut', 'kelola', 'bintang', 'emon', 'geram', 'kritik', 'tajam', 'layang', 'bintang', 'emon', 'netizen', 'akak', 'bintangemon', 'gunungbromo', 'sindiranpedas']",komika bintang emon sindir pedas kait insiden bakar gunung bromo sangka bakar tuntut kelola bintang emon geram kritik tajam layang bintang emon netizen akak bintangemon gunungbromo sindiranpedas
1224,"@detikcom Angin nya membantah. Dituduh penyebab kebakaran di Bromo. Pengacara nya, asal ngoceh.",2023-09-18 15:10:04+00:00,1," Angin nya membantah. Dituduh penyebab kebakaran di Bromo. Pengacara nya, asal ngoceh.", Angin nya membantah Dituduh penyebab kebakaran Bromo Pengacara nya asal ngoceh , angin nya membantah dituduh penyebab kebakaran bromo pengacara nya asal ngoceh ,"['angin', 'nya', 'membantah', 'dituduh', 'penyebab', 'kebakaran', 'bromo', 'pengacara', 'nya', 'asal', 'ngoceh']","['angin', 'nya', 'membantah', 'dituduh', 'penyebab', 'kebakaran', 'bromo', 'pengacara', 'nya', 'asal', 'mengoceh']","['angin', 'membantah', 'dituduh', 'penyebab', 'kebakaran', 'bromo', 'pengacara', 'mengoceh']","['angin', 'ban', 'tuduh', 'sebab', 'bakar', 'bromo', 'acara', 'oceh']",angin ban tuduh sebab bakar bromo acara oceh
1225,"@tanyarlfes Tau kasus kebakaran bromo? Itu gara2 api kecil... hati2 menjaga hati, hindari mudarat yg lebih besar dengan mulai mengurangi komunikasi",2023-09-18 15:56:52+00:00,3," Tau kasus kebakaran bromo? Itu gara2 api kecil... hati2 menjaga hati, hindari mudarat yg lebih besar dengan mulai mengurangi komunikasi", Tau kasus kebakaran bromo Itu gara api kecil hati menjaga hati hindari mudarat lebih besar dengan mulai mengurangi komunikasi, tau kasus kebakaran bromo itu gara api kecil hati menjaga hati hindari mudarat lebih besar dengan mulai mengurangi komunikasi,"['tau', 'kasus', 'kebakaran', 'bromo', 'itu', 'gara', 'api', 'kecil', 'hati', 'menjaga', 'hati', 'hindari', 'mudarat', 'lebih', 'besar', 'dengan', 'mulai', 'mengurangi', 'komunikasi']","['tau', 'kasus', 'kebakaran', 'bromo', 'itu', 'gara', 'api', 'kecil', 'hati', 'menjaga', 'hati', 'hindari', 'mudarat', 'lebih', 'besar', 'dengan', 'mulai', 'mengurangi', 'komunikasi']","['tau', 'kebakaran', 'bromo', 'gara', 'api', 'hati', 'menjaga', 'hati', 'hindari', 'mudarat', 'mengurangi', 'komunikasi']","['tau', 'bakar', 'bromo', 'gara', 'api', 'hati', 'jaga', 'hati', 'hindar', 'mudarat', 'kurang', 'komunikasi']",tau bakar bromo gara api hati jaga hati hindar mudarat kurang komunikasi
1226,@marcengggg bromo kebakaran sel,2023-09-18 15:57:22+00:00,1, bromo kebakaran sel, bromo kebakaran sel, bromo kebakaran sel,"['bromo', 'kebakaran', 'sel']","['bromo', 'kebakaran', 'sel']","['bromo', 'kebakaran', 'sel']","['bromo', 'bakar', 'sel']",bromo bakar sel
1227,@pikaaakip efek asap kebakaran Bromo,2023-09-18 16:44:19+00:00,2, efek asap kebakaran Bromo, efek asap kebakaran Bromo, efek asap kebakaran bromo,"['efek', 'asap', 'kebakaran', 'bromo']","['efek', 'asap', 'kebakaran', 'bromo']","['efek', 'asap', 'kebakaran', 'bromo']","['efek', 'asap', 'bakar', 'bromo']",efek asap bakar bromo
1228,@kooliskin Nie orang keknya sodaraan sama penganting dan pengacara krn salahin angin krn bikin bromo kebakaran. Mungkin klo otak lu dijual bakal mahal krn jarang dipake,2023-09-18 18:06:42+00:00,3, Nie orang keknya sodaraan sama penganting dan pengacara krn salahin angin krn bikin bromo kebakaran. Mungkin klo otak lu dijual bakal mahal krn jarang dipake, Nie orang keknya sodaraan sama penganting dan pengacara krn salahin angin krn bikin bromo kebakaran Mungkin klo otak dijual bakal mahal krn jarang dipake, nie orang keknya sodaraan sama penganting dan pengacara krn salahin angin krn bikin bromo kebakaran mungkin klo otak dijual bakal mahal krn jarang dipake,"['nie', 'orang', 'keknya', 'sodaraan', 'sama', 'penganting', 'dan', 'pengacara', 'krn', 'salahin', 'angin', 'krn', 'bikin', 'bromo', 'kebakaran', 'mungkin', 'klo', 'otak', 'dijual', 'bakal', 'mahal', 'krn', 'jarang', 'dipake']","['ini', 'orang', 'kayaknya', 'sodaraan', 'sama', 'penganting', 'dan', 'pengacara', 'karena', 'salahkan', 'angin', 'karena', 'bikin', 'bromo', 'kebakaran', 'mungkin', 'kalo', 'otak', 'dijual', 'bakal', 'mahal', 'karena', 'jarang', 'dipakai']","['orang', 'kayaknya', 'sodaraan', 'penganting', 'pengacara', 'salahkan', 'angin', 'bikin', 'bromo', 'kebakaran', 'otak', 'dijual', 'mahal', 'jarang', 'dipakai']","['orang', 'kayak', 'sodaraan', 'anting', 'acara', 'salah', 'angin', 'bikin', 'bromo', 'bakar', 'otak', 'jual', 'mahal', 'jarang', 'pakai']",orang kayak sodaraan anting acara salah angin bikin bromo bakar otak jual mahal jarang pakai
1229,@AXELDYOR @sosmedkeras Apakah kebakaran di Bromo juga demikian ?,2023-09-18 23:55:49+00:00,2,  Apakah kebakaran di Bromo juga demikian ?, Apakah kebakaran Bromo juga demikian , apakah kebakaran bromo juga demikian ,"['apakah', 'kebakaran', 'bromo', 'juga', 'demikian']","['apakah', 'kebakaran', 'bromo', 'juga', 'demikian']","['kebakaran', 'bromo']","['bakar', 'bromo']",bakar bromo
1230,"😂😂😂 aneh aja ga sih yu klarifikasi ama Jokowi? Urusan gampang jgn kasih ke Jokowi. 😅Tanggapan Jokowi soal masalah  Rempang aja “Masa harus sampe ke Presiden”, masalah bromo kebakaran dia bilang: “yah padamkan”, lah ini yu malah verifikasi issue liar soal Capres menampar…",2023-09-19 00:30:43+00:00,3,"😂😂😂 aneh aja ga sih yu klarifikasi ama Jokowi? Urusan gampang jgn kasih ke Jokowi. 😅Tanggapan Jokowi soal masalah  Rempang aja “Masa harus sampe ke Presiden”, masalah bromo kebakaran dia bilang: “yah padamkan”, lah ini yu malah verifikasi issue liar soal Capres menampar…", aneh aja sih klarifikasi ama Jokowi Urusan gampang jgn kasih Jokowi Tanggapan Jokowi soal masalah Rempang aja Masa harus sampe Presiden masalah bromo kebakaran dia bilang yah padamkan lah ini malah verifikasi issue liar soal Capres menampar , aneh aja sih klarifikasi ama jokowi urusan gampang jgn kasih jokowi tanggapan jokowi soal masalah rempang aja masa harus sampe presiden masalah bromo kebakaran dia bilang yah padamkan lah ini malah verifikasi issue liar soal capres menampar ,"['aneh', 'aja', 'sih', 'klarifikasi', 'ama', 'jokowi', 'urusan', 'gampang', 'jgn', 'kasih', 'jokowi', 'tanggapan', 'jokowi', 'soal', 'masalah', 'rempang', 'aja', 'masa', 'harus', 'sampe', 'presiden', 'masalah', 'bromo', 'kebakaran', 'dia', 'bilang', 'yah', 'padamkan', 'lah', 'ini', 'malah', 'verifikasi', 'issue', 'liar', 'soal', 'capres', 'menampar']","['aneh', 'saja', 'sih', 'klarifikasi', 'sama', 'jokowi', 'urusan', 'gampang', 'jangan', 'kasih', 'jokowi', 'tanggapan', 'jokowi', 'soal', 'masalah', 'rempang', 'saja', 'masa', 'harus', 'sampai', 'presiden', 'masalah', 'bromo', 'kebakaran', 'dia', 'bilang', 'ya', 'padamkan', 'lah', 'ini', 'malah', 'verifikasi', 'issue', 'liar', 'soal', 'capres', 'menampar']","['aneh', 'klarifikasi', 'jokowi', 'urusan', 'gampang', 'kasih', 'jokowi', 'tanggapan', 'jokowi', 'rempang', 'presiden', 'bromo', 'kebakaran', 'bilang', 'padamkan', 'verifikasi', 'issue', 'liar', 'capres', 'menampar']","['aneh', 'klarifikasi', 'jokowi', 'urus', 'gampang', 'kasih', 'jokowi', 'tanggap', 'jokowi', 'rempang', 'presiden', 'bromo', 'bakar', 'bilang', 'padam', 'verifikasi', 'issue', 'liar', 'capres', 'tampar']",aneh klarifikasi jokowi urus gampang kasih jokowi tanggap jokowi rempang presiden bromo bakar bilang padam verifikasi issue liar capres tampar
1231,Kejadian kebakaran di Gunung Bromo sangat menyedihkan. Semoga pihak berwenang segera mengambil tindakan yang tepat untuk memadamkan api dan mencegah hal serupa terjadi di masa depan. Mari kita jaga keindahan alam Indonesia dengan bijak. 🌿 #GunungBromo #KebakaranHutan,2023-09-19 04:50:57+00:00,3,Kejadian kebakaran di Gunung Bromo sangat menyedihkan. Semoga pihak berwenang segera mengambil tindakan yang tepat untuk memadamkan api dan mencegah hal serupa terjadi di masa depan. Mari kita jaga keindahan alam Indonesia dengan bijak. 🌿 #GunungBromo #KebakaranHutan,Kejadian kebakaran Gunung Bromo sangat menyedihkan Semoga pihak berwenang segera mengambil tindakan yang tepat untuk memadamkan api dan mencegah hal serupa terjadi masa depan Mari kita jaga keindahan alam Indonesia dengan bijak GunungBromo KebakaranHutan,kejadian kebakaran gunung bromo sangat menyedihkan semoga pihak berwenang segera mengambil tindakan yang tepat untuk memadamkan api dan mencegah hal serupa terjadi masa depan mari kita jaga keindahan alam indonesia dengan bijak gunungbromo kebakaranhutan,"['kejadian', 'kebakaran', 'gunung', 'bromo', 'sangat', 'menyedihkan', 'semoga', 'pihak', 'berwenang', 'segera', 'mengambil', 'tindakan', 'yang', 'tepat', 'untuk', 'memadamkan', 'api', 'dan', 'mencegah', 'hal', 'serupa', 'terjadi', 'masa', 'depan', 'mari', 'kita', 'jaga', 'keindahan', 'alam', 'indonesia', 'dengan', 'bijak', 'gunungbromo', 'kebakaranhutan']","['kejadian', 'kebakaran', 'gunung', 'bromo', 'sangat', 'menyedihkan', 'semoga', 'pihak', 'berwenang', 'segera', 'mengambil', 'tindakan', 'yang', 'tepat', 'untuk', 'memadamkan', 'api', 'dan', 'mencegah', 'hal', 'serupa', 'terjadi', 'masa', 'depan', 'mari', 'kita', 'jaga', 'keindahan', 'alam', 'indonesia', 'dengan', 'bijak', 'gunungbromo', 'kebakaranhutan']","['kejadian', 'kebakaran', 'gunung', 'bromo', 'menyedihkan', 'semoga', 'berwenang', 'mengambil', 'tindakan', 'memadamkan', 'api', 'mencegah', 'mari', 'jaga', 'keindahan', 'alam', 'indonesia', 'bijak', 'gunungbromo', 'kebakaranhutan']","['jadi', 'bakar', 'gunung', 'bromo', 'sedih', 'moga', 'wenang', 'ambil', 'tindak', 'madam', 'api', 'cegah', 'mari', 'jaga', 'indah', 'alam', 'indonesia', 'bijak', 'gunungbromo', 'kebakaranhutan']",jadi bakar gunung bromo sedih moga wenang ambil tindak madam api cegah mari jaga indah alam indonesia bijak gunungbromo kebakaranhutan
1232,@AXELDYOR @sosmedkeras Klo bromo 😂 dan kalo TPA yg akhir2 ini sering kebakaran... Trus gedung kejaksaan? Banyak barbuk nganu 🙈 Yg terbaru gedung museum nasional 🙈 Banyak barang berharga pula 🙈,2023-09-19 06:08:05+00:00,1,  Klo bromo 😂 dan kalo TPA yg akhir2 ini sering kebakaran... Trus gedung kejaksaan? Banyak barbuk nganu 🙈 Yg terbaru gedung museum nasional 🙈 Banyak barang berharga pula 🙈, Klo bromo dan kalo TPA akhir ini sering kebakaran Trus gedung kejaksaan Banyak barbuk nganu terbaru gedung museum nasional Banyak barang berharga pula , klo bromo dan kalo tpa akhir ini sering kebakaran trus gedung kejaksaan banyak barbuk nganu terbaru gedung museum nasional banyak barang berharga pula ,"['klo', 'bromo', 'dan', 'kalo', 'tpa', 'akhir', 'ini', 'sering', 'kebakaran', 'trus', 'gedung', 'kejaksaan', 'banyak', 'barbuk', 'nganu', 'terbaru', 'gedung', 'museum', 'nasional', 'banyak', 'barang', 'berharga', 'pula']","['kalo', 'bromo', 'dan', 'kalo', 'tpa', 'akhir', 'ini', 'sering', 'kebakaran', 'terus', 'gedung', 'kejaksaan', 'banyak', 'barbuk', 'nganu', 'terbaru', 'gedung', 'museum', 'nasional', 'banyak', 'barang', 'berharga', 'pula']","['bromo', 'tpa', 'kebakaran', 'gedung', 'kejaksaan', 'barbuk', 'nganu', 'terbaru', 'gedung', 'museum', 'nasional', 'barang', 'berharga']","['bromo', 'tpa', 'bakar', 'gedung', 'jaksa', 'barbuk', 'nganu', 'baru', 'gedung', 'museum', 'nasional', 'barang', 'harga']",bromo tpa bakar gedung jaksa barbuk nganu baru gedung museum nasional barang harga
1233,"Kebakaran di Bromo kelalaian siapakah, padahal semua sudah diatur, dari retribusi masuk, sewa mobil dll, para pengawas lapangan apakah tidak ada ?, kalau tidak ada dikemudian hari agar tidak terulang lagi harus ada pengawas lapangan",2023-09-19 06:11:04+00:00,3,"Kebakaran di Bromo kelalaian siapakah, padahal semua sudah diatur, dari retribusi masuk, sewa mobil dll, para pengawas lapangan apakah tidak ada ?, kalau tidak ada dikemudian hari agar tidak terulang lagi harus ada pengawas lapangan",Kebakaran Bromo kelalaian siapakah padahal semua sudah diatur dari retribusi masuk sewa mobil dll para pengawas lapangan apakah tidak ada kalau tidak ada dikemudian hari agar tidak terulang lagi harus ada pengawas lapangan,kebakaran bromo kelalaian siapakah padahal semua sudah diatur dari retribusi masuk sewa mobil dll para pengawas lapangan apakah tidak ada kalau tidak ada dikemudian hari agar tidak terulang lagi harus ada pengawas lapangan,"['kebakaran', 'bromo', 'kelalaian', 'siapakah', 'padahal', 'semua', 'sudah', 'diatur', 'dari', 'retribusi', 'masuk', 'sewa', 'mobil', 'dll', 'para', 'pengawas', 'lapangan', 'apakah', 'tidak', 'ada', 'kalau', 'tidak', 'ada', 'dikemudian', 'hari', 'agar', 'tidak', 'terulang', 'lagi', 'harus', 'ada', 'pengawas', 'lapangan']","['kebakaran', 'bromo', 'kelalaian', 'siapakah', 'padahal', 'semua', 'sudah', 'diatur', 'dari', 'retribusi', 'masuk', 'sewa', 'mobil', 'dll', 'para', 'pengawas', 'lapangan', 'apakah', 'tidak', 'ada', 'kalau', 'tidak', 'ada', 'dikemudian', 'hari', 'agar', 'tidak', 'terulang', 'lagi', 'harus', 'ada', 'pengawas', 'lapangan']","['kebakaran', 'bromo', 'kelalaian', 'diatur', 'retribusi', 'masuk', 'sewa', 'mobil', 'dll', 'pengawas', 'lapangan', 'dikemudian', 'terulang', 'pengawas', 'lapangan']","['bakar', 'bromo', 'lalai', 'atur', 'retribusi', 'masuk', 'sewa', 'mobil', 'dll', 'awas', 'lapang', 'kemudi', 'ulang', 'awas', 'lapang']",bakar bromo lalai atur retribusi masuk sewa mobil dll awas lapang kemudi ulang awas lapang
1234,@CNNIDdaily Silahkan digunakan saja cuitan yang berhubungan sama kebakaran bromo dan dibukanya kembali jika emang diperlukan,2023-09-19 06:45:59+00:00,3, Silahkan digunakan saja cuitan yang berhubungan sama kebakaran bromo dan dibukanya kembali jika emang diperlukan, Silahkan digunakan saja cuitan yang berhubungan sama kebakaran bromo dan dibukanya kembali jika emang diperlukan, silahkan digunakan saja cuitan yang berhubungan sama kebakaran bromo dan dibukanya kembali jika emang diperlukan,"['silahkan', 'digunakan', 'saja', 'cuitan', 'yang', 'berhubungan', 'sama', 'kebakaran', 'bromo', 'dan', 'dibukanya', 'kembali', 'jika', 'emang', 'diperlukan']","['silakan', 'digunakan', 'saja', 'cuitan', 'yang', 'berhubungan', 'sama', 'kebakaran', 'bromo', 'dan', 'dibukanya', 'kembali', 'jika', 'memang', 'diperlukan']","['silakan', 'cuitan', 'berhubungan', 'kebakaran', 'bromo', 'dibukanya']","['sila', 'cuit', 'hubung', 'bakar', 'bromo', 'buka']",sila cuit hubung bakar bromo buka
